alias,market,season,opp_alias,opp_market,win,wins,losses,win_pct,off_ptsperposs,def_ptsperposs,net_ptsperposs,possperg,adj_off_ptsperposs,adj_def_ptsperposs,adj_net_ptsperposs,adj_possperg,off_sd,def_sd,opp_adj_net_ptsperposs,seed,gopp_wins,gopp_losses,gopp_win_pct,gopp_off_ptsperposs,gopp_def_ptsperposs,gopp_net_ptsperposs,gopp_possperg,gopp_adj_off_ptsperposs,gopp_adj_def_ptsperposs,gopp_adj_net_ptsperposs,gopp_adj_possperg,gopp_off_sd,gopp_def_sd,gopp_opp_adj_net_ptsperposs,gopp_seed
XAV,Xavier,2016,MD,Maryland,True,21,13,0.6176470589999999,1.093251745,1.039506384,0.053745361,68.25294118,1.125170545,1.022101132,0.103069414,67.83645434,0.12819826199999998,0.13568433800000002,0.09908667300000001,11.0,24,8,0.75,1.084452975,0.994500458,0.089952517,68.38125,1.109943382,0.987458822,0.122484559,68.00161874,0.156896907,0.116724674,0.035776221000000004,6.0
URI,Rhode Island,2016,CREI,Creighton,True,24,9,0.727272727,1.097560976,0.962853031,0.134707944,66.84242424,1.132884062,0.929250441,0.20363362,65.78569728,0.169601552,0.133387704,0.046559683,11.0,25,9,0.735294118,1.122096295,1.003664495,0.118431799,73.18235294,1.150964171,0.9847066879999999,0.166257483,74.93039689,0.13856592,0.132728757,0.050690154,6.0
WIS,Wisconsin,2016,VT,Virginia Tech,True,25,9,0.735294118,1.102397692,0.940286409,0.162111283,65.25882353,1.130418827,0.8903044370000001,0.24011439,62.99063585,0.142713274,0.138655621,0.062209139000000004,8.0,22,10,0.6875,1.1362007170000001,1.058410384,0.077790333,69.75,1.178216373,1.064951868,0.113264505,69.86214092,0.162475621,0.140329214,0.069020235,9.0
MICH,Michigan,2016,LOU,Louisville,True,24,11,0.685714286,1.173780488,1.0228286070000001,0.150951881,63.72571429,1.252569141,1.011487598,0.241081543,60.98019009,0.178599311,0.161112843,0.089104111,7.0,24,8,0.75,1.128856129,0.952617777,0.17623835100000002,68.68125,1.175083473,0.900675855,0.274407617,68.60208575,0.150294178,0.155209986,0.126964133,2.0
VILL,Villanova,2016,MSM,Mount St. Mary's,True,31,3,0.9117647059999999,1.197406601,0.944773874,0.25263272800000003,64.87058824,1.282254658,0.894612403,0.387642255,62.71731953,0.163266809,0.130302757,0.069261797,1.0,19,15,0.558823529,0.997423787,1.000686577,-0.00326279,68.5,0.992264757,0.980945665,0.011319092,67.66504478,0.145823694,0.10723671,-0.009069268,16.0
XAV,Xavier,2015,WIS,Wisconsin,False,27,5,0.84375,1.1245031970000001,0.977466242,0.147036954,72.3375,1.175739358,0.950371918,0.22536743899999997,73.58546015,0.143778259,0.144171069,0.055700134000000005,2.0,20,12,0.625,1.075331772,0.999226156,0.076105616,64.05,1.101372695,0.971172148,0.130200547,61.6193807,0.14388356,0.122623065,0.100424079,7.0
XAV,Xavier,2015,WEB,Weber State,True,27,5,0.84375,1.1245031970000001,0.977466242,0.147036954,72.3375,1.175739358,0.950371918,0.22536743899999997,73.58546015,0.143778259,0.144171069,0.055700134000000005,2.0,26,8,0.764705882,1.120223272,0.976235485,0.143987787,68.5,1.120451067,0.9402907229999999,0.18016034399999997,67.55239449999999,0.117112411,0.115358485,-0.069042045,15.0
HAW,Hawaii,2015,CAL,California,True,27,5,0.84375,1.098575347,0.933833881,0.164741467,70.63125,1.113529266,0.909372596,0.20415667,70.81631534,0.121056952,0.12970484599999998,-0.025182325,13.0,23,10,0.696969697,1.091589608,0.970856742,0.120732867,68.81818182,1.116458821,0.92761367,0.18884515100000002,68.51537374,0.09537093099999999,0.089335355,0.07036161,4.0
SDST,South Dakota State,2015,MD,Maryland,False,26,7,0.787878788,1.112535361,1.013886247,0.09864911400000001,68.55757576,1.144330473,0.990056484,0.154273989,68.19758074,0.139689697,0.11000037300000001,-0.000565661,12.0,25,8,0.757575758,1.132467064,0.987180645,0.145286419,67.16363636,1.179824431,0.96459194,0.215232492,66.6612034,0.125950318,0.126754772,0.066916268,5.0
YALE,Yale,2015,DUKE,Duke,False,22,6,0.7857142859999999,1.119561749,0.9449035809999999,0.174658167,67.15,1.15079196,0.888426182,0.262365778,65.83864542,0.144839226,0.126034565,-0.002394271,12.0,23,10,0.696969697,1.187908786,1.040427021,0.14748176400000002,68.56969697,1.25821392,1.02915313,0.22906079,68.53736204,0.15422125,0.13041461599999998,0.10494824900000001,4.0
ORE,Oregon,2015,DUKE,Duke,True,28,6,0.8235294120000001,1.134055518,0.982770157,0.151285361,69.50588235,1.1876392390000001,0.958580358,0.22905888,68.89466461,0.11434871099999999,0.118477587,0.068895117,1.0,23,10,0.696969697,1.187908786,1.040427021,0.14748176400000002,68.56969697,1.25821392,1.02915313,0.22906079,68.53736204,0.15422125,0.13041461599999998,0.10494824900000001,4.0
UNCW,North Carolina-Wilmington,2015,DUKE,Duke,False,25,7,0.78125,1.105827953,1.017309875,0.08851807800000001,71.6375,1.125794633,1.003777328,0.12201730400000001,72.38503423,0.106834938,0.121348535,0.006487714,13.0,23,10,0.696969697,1.187908786,1.040427021,0.14748176400000002,68.56969697,1.25821392,1.02915313,0.22906079,68.53736204,0.15422125,0.13041461599999998,0.10494824900000001,4.0
YALE,Yale,2015,BAY,Baylor,True,22,6,0.7857142859999999,1.119561749,0.9449035809999999,0.174658167,67.15,1.15079196,0.888426182,0.262365778,65.83864542,0.144839226,0.126034565,-0.002394271,12.0,22,11,0.666666667,1.140783224,1.015271242,0.125511982,67.63030303,1.198087959,1.005780995,0.192306964,66.64203062,0.140046537,0.144041389,0.079884677,5.0
KU,Kansas,2015,CONN,Connecticut,True,30,4,0.882352941,1.164245529,0.9698475529999999,0.194397975,70.05294118,1.230318214,0.9303147359999999,0.300003478,70.60162186,0.132734587,0.10806867099999999,0.08395325599999999,1.0,24,10,0.705882353,1.09743229,0.9363541120000001,0.16107817800000002,66.89411765,1.1270731920000001,0.889617656,0.237455535,65.95543367,0.132987316,0.137676956,0.062593478,9.0
UK,Kentucky,2015,IND,Indiana,False,26,8,0.764705882,1.170801279,0.994344958,0.176456322,68.05294118,1.251457491,0.966130003,0.285327488,67.3277801,0.11850983,0.120249135,0.070935836,4.0,25,7,0.78125,1.198779822,1.0018173559999999,0.196962466,68.6375,1.269986187,0.985407432,0.284578755,68.54510066,0.157182469,0.134414335,0.044146615,5.0
UNC,North Carolina,2015,IND,Indiana,True,28,6,0.8235294120000001,1.1634775370000001,0.983286213,0.18019132399999999,70.70588235,1.218954253,0.949298867,0.269655386,72.32216902,0.11403885400000001,0.097580445,0.083202554,1.0,25,7,0.78125,1.198779822,1.0018173559999999,0.196962466,68.6375,1.269986187,0.985407432,0.284578755,68.54510066,0.157182469,0.134414335,0.044146615,5.0
UK,Kentucky,2015,STON,Stony Brook,True,26,8,0.764705882,1.170801279,0.994344958,0.176456322,68.05294118,1.251457491,0.966130003,0.285327488,67.3277801,0.11850983,0.120249135,0.070935836,4.0,26,6,0.8125,1.136805106,0.9591996859999999,0.17760542,67.56875,1.161051881,0.915703609,0.245348272,66.3545309,0.124254205,0.132631618,-0.031522483999999996,13.0
PEAY,Austin Peay,2015,KU,Kansas,False,18,17,0.514285714,1.079250487,1.089320887,-0.010070401,70.44571429,1.07885698,1.0902771359999999,-0.011420156,70.92425961,0.179479453,0.106152875,-0.010025733,16.0,30,4,0.882352941,1.164245529,0.9698475529999999,0.194397975,70.05294118,1.230318214,0.9303147359999999,0.300003478,70.60162186,0.132734587,0.10806867099999999,0.08395325599999999,1.0
MD,Maryland,2015,KU,Kansas,False,25,8,0.757575758,1.132467064,0.987180645,0.145286419,67.16363636,1.179824431,0.96459194,0.215232492,66.6612034,0.125950318,0.126754772,0.066916268,5.0,30,4,0.882352941,1.164245529,0.9698475529999999,0.194397975,70.05294118,1.230318214,0.9303147359999999,0.300003478,70.60162186,0.132734587,0.10806867099999999,0.08395325599999999,1.0
VILL,Villanova,2015,KU,Kansas,True,29,5,0.852941176,1.145495929,0.9368512109999999,0.208644718,67.19411765,1.201003167,0.890144147,0.31085902,65.86795018,0.149588351,0.133591923,0.061585457999999996,2.0,30,4,0.882352941,1.164245529,0.9698475529999999,0.194397975,70.05294118,1.230318214,0.9303147359999999,0.300003478,70.60162186,0.132734587,0.10806867099999999,0.08395325599999999,1.0
UNC,North Carolina,2015,SYR,Syracuse,True,28,6,0.8235294120000001,1.1634775370000001,0.983286213,0.18019132399999999,70.70588235,1.218954253,0.949298867,0.269655386,72.32216902,0.11403885400000001,0.097580445,0.083202554,1.0,19,13,0.59375,1.069083643,0.991046183,0.07803746,65.68125,1.086190652,0.952095833,0.134094818,64.31018925,0.140003918,0.127092377,0.07841485599999999,10.0
UVA,Virginia,2015,SYR,Syracuse,False,26,7,0.787878788,1.154649428,0.981066268,0.17358316,60.93939394,1.218740597,0.9386939559999999,0.28004664,57.5530725,0.12131794300000001,0.117753185,0.11401468699999999,1.0,19,13,0.59375,1.069083643,0.991046183,0.07803746,65.68125,1.086190652,0.952095833,0.134094818,64.31018925,0.140003918,0.127092377,0.07841485599999999,10.0
UNC,North Carolina,2015,FGCU,Florida Gulf Coast,True,28,6,0.8235294120000001,1.1634775370000001,0.983286213,0.18019132399999999,70.70588235,1.218954253,0.949298867,0.269655386,72.32216902,0.11403885400000001,0.097580445,0.083202554,1.0,20,13,0.606060606,1.081311196,1.022452337,0.058858859000000006,71.18181818,1.062700309,1.009513662,0.053186647999999996,70.70286836,0.133267088,0.119778676,-0.041513117,16.0
UNC,North Carolina,2015,ND,Notre Dame,True,28,6,0.8235294120000001,1.1634775370000001,0.983286213,0.18019132399999999,70.70588235,1.218954253,0.949298867,0.269655386,72.32216902,0.11403885400000001,0.097580445,0.083202554,1.0,21,11,0.65625,1.160551777,1.0660688999999999,0.09448287699999999,65.24375,1.2218294090000001,1.062371802,0.159457606,63.67946313,0.153740077,0.137741408,0.082593282,6.0
SFA,Stephen F. Austin,2015,ND,Notre Dame,False,27,5,0.84375,1.162361624,0.9365889209999999,0.225772702,69.44375,1.208858112,0.884348157,0.324509956,67.96944134,0.156322894,0.123985552,-0.048796194,14.0,21,11,0.65625,1.160551777,1.0660688999999999,0.09448287699999999,65.24375,1.2218294090000001,1.062371802,0.159457606,63.67946313,0.153740077,0.137741408,0.082593282,6.0
WIS,Wisconsin,2015,ND,Notre Dame,False,20,12,0.625,1.075331772,0.999226156,0.076105616,64.05,1.101372695,0.971172148,0.130200547,61.6193807,0.14388356,0.122623065,0.100424079,7.0,21,11,0.65625,1.160551777,1.0660688999999999,0.09448287699999999,65.24375,1.2218294090000001,1.062371802,0.159457606,63.67946313,0.153740077,0.137741408,0.082593282,6.0
UNC,North Carolina,2015,PROV,Providence,True,28,6,0.8235294120000001,1.1634775370000001,0.983286213,0.18019132399999999,70.70588235,1.218954253,0.949298867,0.269655386,72.32216902,0.11403885400000001,0.097580445,0.083202554,1.0,23,10,0.696969697,1.054154431,0.978482735,0.075671696,70.16969697,1.0677100929999999,0.948802252,0.118907841,70.32533649,0.146373765,0.091356152,0.066445936,9.0
USC,USC,2015,PROV,Providence,False,21,12,0.636363636,1.091295812,1.016816421,0.07447939099999999,74.08484848,1.114484129,1.00343264,0.111051488,75.86862514,0.105775489,0.129098913,0.066366847,8.0,23,10,0.696969697,1.054154431,0.978482735,0.075671696,70.16969697,1.0677100929999999,0.948802252,0.118907841,70.32533649,0.146373765,0.091356152,0.066445936,9.0
UVA,Virginia,2015,ISU,Iowa State,True,26,7,0.787878788,1.154649428,0.981066268,0.17358316,60.93939394,1.218740597,0.9386939559999999,0.28004664,57.5530725,0.12131794300000001,0.117753185,0.11401468699999999,1.0,21,11,0.65625,1.135338998,1.031473042,0.103865956,72.0875,1.193264188,1.0216765840000002,0.17158760399999998,73.76106626,0.119872324,0.138289802,0.0911986,4.0
UALR,Arkansas-Little Rock,2015,ISU,Iowa State,False,29,4,0.8787878790000001,1.1059145879999999,0.9310931090000001,0.17482147899999997,64.14545455,1.1351858879999999,0.883233486,0.251952402,60.80704817,0.097632154,0.14556612,-0.024571306,12.0,21,11,0.65625,1.135338998,1.031473042,0.103865956,72.0875,1.193264188,1.0216765840000002,0.17158760399999998,73.76106626,0.119872324,0.138289802,0.0911986,4.0
MD,Maryland,2015,HAW,Hawaii,True,25,8,0.757575758,1.132467064,0.987180645,0.145286419,67.16363636,1.179824431,0.96459194,0.215232492,66.6612034,0.125950318,0.126754772,0.066916268,5.0,27,5,0.84375,1.098575347,0.933833881,0.164741467,70.63125,1.113529266,0.909372596,0.20415667,70.81631534,0.121056952,0.12970484599999998,-0.025182325,13.0
ORE,Oregon,2015,OKLA,Oklahoma,False,28,6,0.8235294120000001,1.134055518,0.982770157,0.151285361,69.50588235,1.1876392390000001,0.958580358,0.22905888,68.89466461,0.11434871099999999,0.118477587,0.068895117,1.0,25,7,0.78125,1.1241698709999999,0.97314567,0.151024201,71.525,1.17658242,0.928055539,0.248526881,72.56931805,0.10185122,0.108185272,0.09200647699999999,2.0
VCU,Virginia Commonwealth,2015,OKLA,Oklahoma,False,24,10,0.705882353,1.090297392,0.9649122809999999,0.125385111,70.81176471,1.107270239,0.93086731,0.17640292899999999,71.79140053,0.124740893,0.12236677900000001,0.029093525,10.0,25,7,0.78125,1.1241698709999999,0.97314567,0.151024201,71.525,1.17658242,0.928055539,0.248526881,72.56931805,0.10185122,0.108185272,0.09200647699999999,2.0
TXAM,Texas A&M,2015,OKLA,Oklahoma,False,26,8,0.764705882,1.104880137,0.9556489659999999,0.149231171,68.70588235,1.124813027,0.91877733,0.206035697,68.10361509,0.123004109,0.138154134,0.06978775799999999,3.0,25,7,0.78125,1.1241698709999999,0.97314567,0.151024201,71.525,1.17658242,0.928055539,0.248526881,72.56931805,0.10185122,0.108185272,0.09200647699999999,2.0
VILL,Villanova,2015,OKLA,Oklahoma,True,29,5,0.852941176,1.145495929,0.9368512109999999,0.208644718,67.19411765,1.201003167,0.890144147,0.31085902,65.86795018,0.149588351,0.133591923,0.061585457999999996,2.0,25,7,0.78125,1.1241698709999999,0.97314567,0.151024201,71.525,1.17658242,0.928055539,0.248526881,72.56931805,0.10185122,0.108185272,0.09200647699999999,2.0
ORE,Oregon,2015,HC,Holy Cross,True,28,6,0.8235294120000001,1.134055518,0.982770157,0.151285361,69.50588235,1.1876392390000001,0.958580358,0.22905888,68.89466461,0.11434871099999999,0.118477587,0.068895117,1.0,14,19,0.424242424,0.990535698,1.067217529,-0.07668183099999999,65.95757576,0.968967861,1.0782329529999999,-0.109265092,64.33179367,0.136125777,0.15983665,-0.031400557,16.0
ORE,Oregon,2015,JOES,Saint Joseph's (PA),True,28,6,0.8235294120000001,1.134055518,0.982770157,0.151285361,69.50588235,1.1876392390000001,0.958580358,0.22905888,68.89466461,0.11434871099999999,0.118477587,0.068895117,1.0,27,7,0.794117647,1.097520386,0.9859797579999999,0.111540628,70.69411765,1.132421572,0.9613490509999999,0.171072521,71.64549265,0.13594576,0.142155546,0.038202919,8.0
UVA,Virginia,2015,HAMP,Hampton,True,26,7,0.787878788,1.154649428,0.981066268,0.17358316,60.93939394,1.218740597,0.9386939559999999,0.28004664,57.5530725,0.12131794300000001,0.117753185,0.11401468699999999,1.0,21,10,0.677419355,1.013111888,1.018798716,-0.0056868280000000005,73.80645161,1.000333986,1.021255825,-0.020921838999999998,75.67972586,0.131494883,0.143968722,-0.075429484,16.0
UVA,Virginia,2015,BUT,Butler,True,26,7,0.787878788,1.154649428,0.981066268,0.17358316,60.93939394,1.218740597,0.9386939559999999,0.28004664,57.5530725,0.12131794300000001,0.117753185,0.11401468699999999,1.0,21,10,0.677419355,1.145661347,1.006019701,0.139641646,70.33548387,1.197828559,0.996233074,0.201595485,70.27062786,0.129510768,0.141865021,0.041057151,9.0
TTU,Texas Tech,2015,BUT,Butler,False,19,12,0.612903226,1.083639173,1.036182636,0.047456537,66.8,1.107676796,1.032444857,0.075231939,65.75150128,0.148545686,0.131467965,0.096786359,8.0,21,10,0.677419355,1.145661347,1.006019701,0.139641646,70.33548387,1.197828559,0.996233074,0.201595485,70.27062786,0.129510768,0.141865021,0.041057151,9.0
ISU,Iowa State,2015,IONA,Iona,True,21,11,0.65625,1.135338998,1.031473042,0.103865956,72.0875,1.193264188,1.0216765840000002,0.17158760399999998,73.76106626,0.119872324,0.138289802,0.0911986,4.0,22,10,0.6875,1.106333073,1.011327555,0.09500551800000001,71.94375,1.145912542,0.998354382,0.147558161,73.0289185,0.11741443,0.115982789,-0.00308453,13.0
UNI,Northern Iowa,2015,TXAM,Texas A&M,False,22,12,0.647058824,1.074049986,0.986896743,0.087153243,63.31176471,1.10423483,0.962432032,0.141802798,60.49680527,0.15744070599999999,0.148476055,0.035009501,11.0,26,8,0.764705882,1.104880137,0.9556489659999999,0.149231171,68.70588235,1.124813027,0.91877733,0.206035697,68.10361509,0.123004109,0.138154134,0.06978775799999999,3.0
OKLA,Oklahoma,2015,CSB,Cal State Bakersfield,True,25,7,0.78125,1.1241698709999999,0.97314567,0.151024201,71.525,1.17658242,0.928055539,0.248526881,72.56931805,0.10185122,0.108185272,0.09200647699999999,2.0,24,8,0.75,1.069663127,0.926430518,0.143232609,68.275,1.068995401,0.8842509059999999,0.184744495,67.70277541,0.10898550800000001,0.12035845099999999,-0.09616616300000001,15.0
VCU,Virginia Commonwealth,2015,ORST,Oregon State,True,24,10,0.705882353,1.090297392,0.9649122809999999,0.125385111,70.81176471,1.107270239,0.93086731,0.17640292899999999,71.79140053,0.124740893,0.12236677900000001,0.029093525,10.0,19,12,0.612903226,1.050898485,1.025434947,0.025463537999999997,68.57419355,1.059396802,1.0134575890000002,0.045939213,67.66369681,0.092523379,0.127312008,0.07168682700000001,7.0
ND,Notre Dame,2015,MICH,Michigan,True,21,11,0.65625,1.160551777,1.0660688999999999,0.09448287699999999,65.24375,1.2218294090000001,1.062371802,0.159457606,63.67946313,0.153740077,0.137741408,0.082593282,6.0,22,12,0.647058824,1.1326338440000001,1.032110092,0.10052375300000001,65.59411765,1.182564915,1.01340577,0.16915914399999998,64.14016264,0.15186113199999998,0.149713963,0.07047594900000001,11.0
WVU,West Virginia,2015,SFA,Stephen F. Austin,False,26,8,0.764705882,1.127249895,0.954246714,0.173003182,70.26470588,1.167164735,0.908815865,0.25834887,70.72363605,0.14140156,0.151684014,0.08624254699999999,3.0,27,5,0.84375,1.162361624,0.9365889209999999,0.225772702,69.44375,1.208858112,0.884348157,0.324509956,67.96944134,0.156322894,0.123985552,-0.048796194,14.0
VILL,Villanova,2015,UNC,North Carolina,True,29,5,0.852941176,1.145495929,0.9368512109999999,0.208644718,67.19411765,1.201003167,0.890144147,0.31085902,65.86795018,0.149588351,0.133591923,0.061585457999999996,2.0,28,6,0.8235294120000001,1.1634775370000001,0.983286213,0.18019132399999999,70.70588235,1.218954253,0.949298867,0.269655386,72.32216902,0.11403885400000001,0.097580445,0.083202554,1.0
WIS,Wisconsin,2015,PITT,Pittsburgh,True,20,12,0.625,1.075331772,0.999226156,0.076105616,64.05,1.101372695,0.971172148,0.130200547,61.6193807,0.14388356,0.122623065,0.100424079,7.0,21,11,0.65625,1.132892531,1.01770326,0.115189272,67.1125,1.163354861,1.002556699,0.160798162,66.22226407,0.172891837,0.14767477199999998,0.05822464,10.0
UALR,Arkansas-Little Rock,2015,PUR,Purdue,True,29,4,0.8787878790000001,1.1059145879999999,0.9310931090000001,0.17482147899999997,64.14545455,1.1351858879999999,0.883233486,0.251952402,60.80704817,0.097632154,0.14556612,-0.024571306,12.0,26,8,0.764705882,1.1362854690000002,0.9448412359999999,0.19144423300000002,68.41176471,1.182187515,0.896781575,0.285405941,68.40056914,0.17006655699999998,0.146157746,0.08012719900000001,5.0
SYR,Syracuse,2015,DAY,Dayton,True,19,13,0.59375,1.069083643,0.991046183,0.07803746,65.68125,1.086190652,0.952095833,0.134094818,64.31018925,0.140003918,0.127092377,0.07841485599999999,10.0,25,7,0.78125,1.058291911,0.952079566,0.106212345,69.15625,1.0574856959999999,0.915236765,0.142248932,68.97542951,0.14322106099999998,0.158764504,0.041406956,7.0
SYR,Syracuse,2015,MTU,Middle Tennessee,True,19,13,0.59375,1.069083643,0.991046183,0.07803746,65.68125,1.086190652,0.952095833,0.134094818,64.31018925,0.140003918,0.127092377,0.07841485599999999,10.0,24,9,0.727272727,1.060284628,0.991027732,0.069256896,68.56363636,1.055660458,0.965068963,0.090591495,67.59144906,0.113095104,0.134040866,0.002186107,15.0
SYR,Syracuse,2015,GONZ,Gonzaga,True,19,13,0.59375,1.069083643,0.991046183,0.07803746,65.68125,1.086190652,0.952095833,0.134094818,64.31018925,0.140003918,0.127092377,0.07841485599999999,10.0,26,7,0.787878788,1.1712835129999999,0.9655477029999999,0.20573581,68.04242424,1.23722724,0.933296349,0.30393089,67.25875896,0.199011861,0.123248372,0.013996061,11.0
HALL,Seton Hall,2015,GONZ,Gonzaga,False,25,8,0.757575758,1.064288176,0.9516719140000001,0.11261626300000001,70.32727273,1.086057515,0.911280654,0.174776861,70.54990091,0.084561561,0.11605292099999999,0.060171841,6.0,26,7,0.787878788,1.1712835129999999,0.9655477029999999,0.20573581,68.04242424,1.23722724,0.933296349,0.30393089,67.25875896,0.199011861,0.123248372,0.013996061,11.0
UTAH,Utah,2015,GONZ,Gonzaga,False,26,8,0.764705882,1.141633501,0.997793057,0.143840444,67.98823529,1.182995651,0.978632052,0.20436359899999998,66.69824521,0.155241469,0.13530066400000001,0.054202648,3.0,26,7,0.787878788,1.1712835129999999,0.9655477029999999,0.20573581,68.04242424,1.23722724,0.933296349,0.30393089,67.25875896,0.199011861,0.123248372,0.013996061,11.0
TXAM,Texas A&M,2015,GB,Green Bay,True,26,8,0.764705882,1.104880137,0.9556489659999999,0.149231171,68.70588235,1.124813027,0.91877733,0.206035697,68.10361509,0.123004109,0.138154134,0.06978775799999999,3.0,23,12,0.6571428570000001,1.089189389,1.02968532,0.05950406900000001,77.33142857,1.110068973,1.0110601240000001,0.09900884900000001,80.71704858,0.137543627,0.135549111,-0.013130706,14.0
VILL,Villanova,2015,UNCA,UNC Asheville,True,29,5,0.852941176,1.145495929,0.9368512109999999,0.208644718,67.19411765,1.201003167,0.890144147,0.31085902,65.86795018,0.149588351,0.133591923,0.061585457999999996,2.0,22,11,0.666666667,1.061675883,0.9560400290000001,0.105635854,71.24242424,1.049171815,0.912174714,0.136997101,72.02573263,0.12276240199999999,0.122732465,-0.029589176000000002,15.0
VILL,Villanova,2015,IOWA,Iowa,True,29,5,0.852941176,1.145495929,0.9368512109999999,0.208644718,67.19411765,1.201003167,0.890144147,0.31085902,65.86795018,0.149588351,0.133591923,0.061585457999999996,2.0,21,10,0.677419355,1.126780229,0.989041605,0.137738624,69.30967742,1.171283973,0.9602146359999999,0.211069337,69.73226865,0.115810588,0.132695023,0.08371672,7.0
TEM,Temple,2015,IOWA,Iowa,False,21,11,0.65625,1.023956003,1.0067176709999999,0.017238332,67.05,1.0330673209999999,0.9861423020000001,0.046925019000000005,66.3706552,0.13058114099999998,0.11298378,0.053114887,10.0,21,10,0.677419355,1.126780229,0.989041605,0.137738624,69.30967742,1.171283973,0.9602146359999999,0.211069337,69.73226865,0.115810588,0.132695023,0.08371672,7.0
VILL,Villanova,2015,MIA,Miami (FL),True,29,5,0.852941176,1.145495929,0.9368512109999999,0.208644718,67.19411765,1.201003167,0.890144147,0.31085902,65.86795018,0.149588351,0.133591923,0.061585457999999996,2.0,25,7,0.78125,1.153039832,1.0034732,0.149566632,65.5875,1.2139061000000002,0.969211349,0.244694752,64.37956654,0.139840194,0.14184418699999998,0.096807937,3.0
WICH,Wichita State,2015,MIA,Miami (FL),False,24,8,0.75,1.101033835,0.890140845,0.21089299,66.5,1.143295896,0.837266981,0.306028915,65.64565373,0.159996208,0.103700366,0.006678249,11.0,25,7,0.78125,1.153039832,1.0034732,0.149566632,65.5875,1.2139061000000002,0.969211349,0.244694752,64.37956654,0.139840194,0.14184418699999998,0.096807937,3.0
IND,Indiana,2015,CHAT,Chattanooga,True,25,7,0.78125,1.198779822,1.0018173559999999,0.196962466,68.6375,1.269986187,0.985407432,0.284578755,68.54510066,0.157182469,0.134414335,0.044146615,5.0,29,5,0.852941176,1.113510712,0.9926028659999999,0.120907845,68.09411765,1.127490657,0.9617914009999999,0.165699256,66.41269874,0.14799664199999998,0.11854922300000001,-0.032166423,12.0
JOES,Saint Joseph's (PA),2015,CIN,Cincinnati,True,27,7,0.794117647,1.097520386,0.9859797579999999,0.111540628,70.69411765,1.132421572,0.9613490509999999,0.171072521,71.64549265,0.13594576,0.142155546,0.038202919,8.0,22,10,0.6875,1.093881364,0.932258363,0.161623,66.90625,1.119174256,0.887345921,0.23182833600000002,66.02988257,0.115573472,0.147675468,0.056601822999999996,9.0
CONN,Connecticut,2015,COLO,Colorado,True,24,10,0.705882353,1.09743229,0.9363541120000001,0.16107817800000002,66.89411765,1.1270731920000001,0.889617656,0.237455535,65.95543367,0.132987316,0.137676956,0.062593478,9.0,22,11,0.666666667,1.07011857,0.990994818,0.079123753,71.04848485,1.076812243,0.9601162659999999,0.11669597699999999,70.99259164,0.148328133,0.127193408,0.034507162,8.0
MTU,Middle Tennessee,2015,MSU,Michigan State,True,24,9,0.727272727,1.060284628,0.991027732,0.069256896,68.56363636,1.055660458,0.965068963,0.090591495,67.59144906,0.113095104,0.134040866,0.002186107,15.0,29,5,0.852941176,1.190413484,0.938343638,0.25206984600000004,67.00588235,1.267613541,0.892583619,0.375029922,66.32409435,0.142458271,0.144977789,0.055692486,2.0
WICH,Wichita State,2015,ARIZ,Arizona,True,24,8,0.75,1.101033835,0.890140845,0.21089299,66.5,1.143295896,0.837266981,0.306028915,65.64565373,0.159996208,0.103700366,0.006678249,11.0,25,8,0.757575758,1.140813894,0.96901864,0.17179525399999998,71.18787879,1.18693738,0.936927167,0.250010213,71.38056999,0.14571370000000003,0.131161937,0.03958577,6.0
MIA,Miami (FL),2015,BUFF,Buffalo,True,25,7,0.78125,1.153039832,1.0034732,0.149566632,65.5875,1.2139061000000002,0.969211349,0.244694752,64.37956654,0.139840194,0.14184418699999998,0.096807937,3.0,20,14,0.588235294,1.06717928,1.040352043,0.026827237,72.67647059,1.070069193,1.022858824,0.047210369,74.44434161,0.134953919,0.11090969099999999,0.031824709,14.0
UNI,Northern Iowa,2015,TEX,Texas,True,22,12,0.647058824,1.074049986,0.986896743,0.087153243,63.31176471,1.10423483,0.962432032,0.141802798,60.49680527,0.15744070599999999,0.148476055,0.035009501,11.0,20,12,0.625,1.071830986,1.014911463,0.056919523,66.5625,1.09321462,0.993558374,0.09965624599999999,64.92471957,0.13879271199999998,0.154639378,0.112517176,6.0
UTAH,Utah,2015,FRES,Fresno State,True,26,8,0.764705882,1.141633501,0.997793057,0.143840444,67.98823529,1.182995651,0.978632052,0.20436359899999998,66.69824521,0.155241469,0.13530066400000001,0.054202648,3.0,25,9,0.735294118,1.0719069140000002,0.993034248,0.078872666,70.27058824,1.082077856,0.9742525559999999,0.1078253,70.30612889,0.129253265,0.111307772,0.008639865,14.0
UCLA,UCLA,2014,SMU,SMU,True,20,13,0.606060606,1.056,1.004294533,0.051705467000000005,68.18181818,1.073330999,0.994083835,0.07924716400000001,69.08547277,0.180157242,0.112080036,0.08727530800000001,11.0,27,6,0.818181818,1.108369618,0.9385113270000001,0.16985829100000002,62.63636364,1.154614665,0.908794213,0.245820452,61.5559228,0.11839626199999999,0.11155870300000001,0.040065407000000004,6.0
