alias,market,season,opp_alias,opp_market,win,wins,losses,win_pct,off_ptsperposs,def_ptsperposs,net_ptsperposs,possperg,adj_off_ptsperposs,adj_def_ptsperposs,adj_net_ptsperposs,adj_possperg,off_sd,def_sd,opp_adj_net_ptsperposs,seed,gopp_wins,gopp_losses,gopp_win_pct,gopp_off_ptsperposs,gopp_def_ptsperposs,gopp_net_ptsperposs,gopp_possperg,gopp_adj_off_ptsperposs,gopp_adj_def_ptsperposs,gopp_adj_net_ptsperposs,gopp_adj_possperg,gopp_off_sd,gopp_def_sd,gopp_opp_adj_net_ptsperposs,gopp_seed
TTU,Texas Tech,2017,PUR,Purdue,True,24,9,0.727272727,1.110663804,0.937966787,0.17269701699999998,67.74545455,1.139108498,0.8886011770000001,0.250507321,66.20637991,0.122751116,0.13490427900000002,0.065307186,3.0,28,6,0.8235294120000001,1.189531775,0.957857695,0.231674081,68.21764706,1.268600889,0.9209439209999999,0.34765696799999996,68.01045619,0.16329353900000002,0.153815889,0.07811799,2.0
SYR,Syracuse,2017,MSU,Michigan State,True,20,13,0.606060606,1.038773418,0.98229109,0.056482328,65.02424242,1.0304778559999999,0.94727176,0.083206096,62.89160455,0.145312623,0.133726467,0.091566965,11.0,29,4,0.8787878790000001,1.195418754,0.941767245,0.253651509,67.73333333,1.262906261,0.899976951,0.36292931,66.88744073,0.15144253800000002,0.126098606,0.057377424,3.0
KSU,Kansas State,2017,CREI,Creighton,True,22,11,0.666666667,1.0910087720000001,1.02283105,0.068177722,66.32727273,1.10515982,1.00290289,0.102256931,64.52774563,0.18530599899999997,0.13915877699999998,0.060835015,9.0,21,11,0.65625,1.149420389,1.015044021,0.134376368,73.325,1.184331646,1.004416209,0.17991543699999998,74.45112041,0.127548681,0.12857654300000002,0.055116924000000005,8.0
PUR,Purdue,2017,BUT,Butler,True,28,6,0.8235294120000001,1.189531775,0.957857695,0.231674081,68.21764706,1.268600889,0.9209439209999999,0.34765696799999996,68.01045619,0.16329353900000002,0.153815889,0.07811799,2.0,20,13,0.606060606,1.101037362,1.027725483,0.073311878,71.86060606,1.125304675,1.006715803,0.118588872,72.38640417,0.144909274,0.165710989,0.100904305,10.0
BUT,Butler,2017,ARK,Arkansas,True,20,13,0.606060606,1.101037362,1.027725483,0.073311878,71.86060606,1.125304675,1.006715803,0.118588872,72.38640417,0.144909274,0.165710989,0.100904305,10.0,23,11,0.6764705879999999,1.132238193,1.061420187,0.070818006,71.61764706,1.170494713,1.07096234,0.09953237300000001,72.48947592,0.136115067,0.150473934,0.074523857,7.0
XAV,Xavier,2017,TXSO,Texas Southern,True,28,5,0.848484848,1.1668205090000001,1.024935368,0.14188514,72.22424242,1.2285234520000001,1.010518622,0.21800483,72.89512332,0.124392535,0.139981845,0.08651928199999999,1.0,15,19,0.441176471,1.068393363,1.086398974,-0.018005611,72.67647059,1.101703713,1.101816775,-0.00011306200000000001,73.96275008,0.152810061,0.139535892,-0.03850731,16.0
TTU,Texas Tech,2017,SFA,Stephen F. Austin,True,24,9,0.727272727,1.110663804,0.937966787,0.17269701699999998,67.74545455,1.139108498,0.8886011770000001,0.250507321,66.20637991,0.122751116,0.13490427900000002,0.065307186,3.0,28,6,0.8235294120000001,1.105191476,0.9310178490000001,0.174173627,73.42352941,1.120613587,0.901071871,0.21954171600000003,73.77440049,0.123983495,0.10982576599999999,-0.066400862,14.0
TTU,Texas Tech,2017,FLA,Florida,True,24,9,0.727272727,1.110663804,0.937966787,0.17269701699999998,67.74545455,1.139108498,0.8886011770000001,0.250507321,66.20637991,0.122751116,0.13490427900000002,0.065307186,3.0,20,12,0.625,1.11040146,1.003432081,0.106969379,68.5,1.14054217,0.983466163,0.157076007,67.98331035,0.1656817,0.139860417,0.092949979,6.0
SBON,St. Bonaventure,2017,FLA,Florida,False,25,7,0.78125,1.124188312,1.003267685,0.12092062599999999,69.3,1.167745866,0.97614568,0.191600187,69.75961722,0.14178653,0.151349489,0.026064447,11.0,20,12,0.625,1.11040146,1.003432081,0.106969379,68.5,1.14054217,0.983466163,0.157076007,67.98331035,0.1656817,0.139860417,0.092949979,6.0
UNC,North Carolina,2017,LIP,Lipscomb,True,25,10,0.7142857140000001,1.131844721,1.020579086,0.111265636,72.42285714,1.1930719090000002,0.994930655,0.198141254,74.49727627,0.14529523800000002,0.112407274,0.134821856,2.0,23,9,0.71875,1.0711968859999998,1.004373886,0.06682300000000001,77.075,1.088458665,0.9812096220000001,0.107249043,79.6973447,0.135501231,0.122806568,-0.015993012,15.0
PUR,Purdue,2017,CSF,Cal State Fullerton,True,28,6,0.8235294120000001,1.189531775,0.957857695,0.231674081,68.21764706,1.268600889,0.9209439209999999,0.34765696799999996,68.01045619,0.16329353900000002,0.153815889,0.07811799,2.0,20,11,0.64516129,1.0472411879999999,0.992684042,0.054557145999999994,69.92258065,1.048705556,0.973297573,0.075407983,70.32857955,0.158463048,0.12077042,-0.032646862,15.0
VAN,Vanderbilt,2016,NW,Northwestern,False,19,15,0.558823529,1.0679654440000002,1.014626029,0.053339415,66.72941176,1.097349208,0.993287748,0.10406146,65.07821369,0.145365164,0.160465868,0.11664290199999999,9.0,23,11,0.6764705879999999,1.066260808,0.9808442709999999,0.08541653699999999,66.67058824,1.078135474,0.959668944,0.11846653,65.26732443,0.155205065,0.11212662300000001,0.06313920099999999,8.0
SMC,Saint Mary's,2016,ARIZ,Arizona,False,28,4,0.875,1.193906104,0.9277504109999999,0.266155694,60.30625,1.277117585,0.881696525,0.39542106,56.11779870000001,0.166183929,0.163129553,0.029895967000000002,7.0,30,4,0.882352941,1.143197249,0.9683175209999999,0.174879728,66.71176471,1.198064106,0.9300461,0.26801800600000003,65.11867604,0.119598842,0.12205366599999999,0.080274061,2.0
XAV,Xavier,2016,ARIZ,Arizona,True,21,13,0.6176470589999999,1.093251745,1.039506384,0.053745361,68.25294118,1.125170545,1.022101132,0.103069414,67.83645434,0.12819826199999998,0.13568433800000002,0.09908667300000001,11.0,30,4,0.882352941,1.143197249,0.9683175209999999,0.174879728,66.71176471,1.198064106,0.9300461,0.26801800600000003,65.11867604,0.119598842,0.12205366599999999,0.080274061,2.0
UND,North Dakota,2016,ARIZ,Arizona,False,22,9,0.709677419,1.096757184,0.9899991229999999,0.10675806199999999,73.41290323,1.10106056,0.966836936,0.134223624,74.36352452,0.123700799,0.11303226599999999,-0.067381567,15.0,30,4,0.882352941,1.143197249,0.9683175209999999,0.174879728,66.71176471,1.198064106,0.9300461,0.26801800600000003,65.11867604,0.119598842,0.12205366599999999,0.080274061,2.0
WIS,Wisconsin,2016,VILL,Villanova,True,25,9,0.735294118,1.102397692,0.940286409,0.162111283,65.25882353,1.130418827,0.8903044370000001,0.24011439,62.99063585,0.142713274,0.138655621,0.062209139000000004,8.0,31,3,0.9117647059999999,1.197406601,0.944773874,0.25263272800000003,64.87058824,1.282254658,0.894612403,0.387642255,62.71731953,0.163266809,0.130302757,0.069261797,1.0
SDST,South Dakota State,2016,GONZ,Gonzaga,False,18,16,0.529411765,1.117657031,1.103329699,0.014327333000000001,69.39411765,1.155095126,1.12198007,0.033115056000000004,68.50468631,0.155159333,0.12873626400000002,0.011946483999999999,16.0,32,1,0.96969697,1.1952890790000001,0.867509243,0.327779837,70.75757576,1.275518271,0.796349993,0.47916827799999995,71.71772890000001,0.134516842,0.115225934,0.029704442999999997,1.0
NW,Northwestern,2016,GONZ,Gonzaga,False,23,11,0.6764705879999999,1.066260808,0.9808442709999999,0.08541653699999999,66.67058824,1.078135474,0.959668944,0.11846653,65.26732443,0.155205065,0.11212662300000001,0.06313920099999999,8.0,32,1,0.96969697,1.1952890790000001,0.867509243,0.327779837,70.75757576,1.275518271,0.796349993,0.47916827799999995,71.71772890000001,0.134516842,0.115225934,0.029704442999999997,1.0
SCAR,South Carolina,2016,GONZ,Gonzaga,False,22,10,0.6875,1.0144289990000002,0.9246145570000001,0.089814442,71.0375,1.002839805,0.8786060720000001,0.12423373300000001,71.57539527,0.132006973,0.135886705,0.053037412,7.0,32,1,0.96969697,1.1952890790000001,0.867509243,0.327779837,70.75757576,1.275518271,0.796349993,0.47916827799999995,71.71772890000001,0.134516842,0.115225934,0.029704442999999997,1.0
UNC,North Carolina,2016,GONZ,Gonzaga,True,27,7,0.794117647,1.167785778,0.9807205290000001,0.18706524800000002,72.71176471,1.232468804,0.936059993,0.296408811,74.42805382,0.147866025,0.157545476,0.08349764,1.0,32,1,0.96969697,1.1952890790000001,0.867509243,0.327779837,70.75757576,1.275518271,0.796349993,0.47916827799999995,71.71772890000001,0.134516842,0.115225934,0.029704442999999997,1.0
WVU,West Virginia,2016,GONZ,Gonzaga,False,26,8,0.764705882,1.136994125,0.919657423,0.21733670300000002,72.09411765,1.178878762,0.8692612959999999,0.309617466,73.6185378,0.11043408,0.149445437,0.06886902,4.0,32,1,0.96969697,1.1952890790000001,0.867509243,0.327779837,70.75757576,1.275518271,0.796349993,0.47916827799999995,71.71772890000001,0.134516842,0.115225934,0.029704442999999997,1.0
XAV,Xavier,2016,GONZ,Gonzaga,False,21,13,0.6176470589999999,1.093251745,1.039506384,0.053745361,68.25294118,1.125170545,1.022101132,0.103069414,67.83645434,0.12819826199999998,0.13568433800000002,0.09908667300000001,11.0,32,1,0.96969697,1.1952890790000001,0.867509243,0.327779837,70.75757576,1.275518271,0.796349993,0.47916827799999995,71.71772890000001,0.134516842,0.115225934,0.029704442999999997,1.0
UK,Kentucky,2016,UCLA,UCLA,True,29,5,0.852941176,1.1543931729999999,0.9567610059999999,0.197632167,74.44705882,1.213961143,0.914364845,0.299596298,76.58630899,0.120639135,0.10979879699999999,0.081380543,2.0,29,4,0.8787878790000001,1.208559617,1.0092562520000001,0.199303365,74.76969697,1.288921667,0.9997987629999999,0.28912290399999996,77.58137355,0.143238962,0.113756785,0.030461896000000002,3.0
UK,Kentucky,2016,NKU,Northern Kentucky,True,29,5,0.852941176,1.1543931729999999,0.9567610059999999,0.197632167,74.44705882,1.213961143,0.914364845,0.299596298,76.58630899,0.120639135,0.10979879699999999,0.081380543,2.0,24,10,0.705882353,1.0866280529999999,1.0249762340000002,0.06165182,70.07647059,1.106922213,1.017382786,0.08953942699999999,68.83313024,0.11115657400000001,0.129854371,-0.011811883,15.0
VCU,Virginia Commonwealth,2016,SMC,Saint Mary's,False,26,8,0.764705882,1.069322776,0.960524077,0.108798699,69.83529412,1.087805217,0.9260565999999999,0.16174861599999998,70.47197271,0.12217169800000001,0.101351581,0.044823050999999996,10.0,28,4,0.875,1.193906104,0.9277504109999999,0.266155694,60.30625,1.277117585,0.881696525,0.39542106,56.11779870000001,0.166183929,0.163129553,0.029895967000000002,7.0
SCAR,South Carolina,2016,MARQ,Marquette,True,22,10,0.6875,1.0144289990000002,0.9246145570000001,0.089814442,71.0375,1.002839805,0.8786060720000001,0.12423373300000001,71.57539527,0.132006973,0.135886705,0.053037412,7.0,19,12,0.612903226,1.166225951,1.068867231,0.09735872,70.75483871,1.229429595,1.080305075,0.149124519,71.60799179,0.162731334,0.141231856,0.067396413,10.0
SCAR,South Carolina,2016,BAY,Baylor,True,22,10,0.6875,1.0144289990000002,0.9246145570000001,0.089814442,71.0375,1.002839805,0.8786060720000001,0.12423373300000001,71.57539527,0.132006973,0.135886705,0.053037412,7.0,25,7,0.78125,1.117782688,0.966763006,0.151019682,65.05625,1.157790349,0.9289699090000001,0.228820439,62.80910817,0.13611948199999999,0.118984125,0.093212,3.0
NMSU,New Mexico State,2016,BAY,Baylor,False,28,5,0.848484848,1.148589065,0.957373371,0.191215694,68.72727273,1.187806445,0.9428395359999999,0.24496690899999998,67.26237599,0.139507325,0.135636693,-0.060651126,14.0,25,7,0.78125,1.117782688,0.966763006,0.151019682,65.05625,1.157790349,0.9289699090000001,0.228820439,62.80910817,0.13611948199999999,0.118984125,0.093212,3.0
USC,USC,2016,BAY,Baylor,False,24,9,0.727272727,1.119686126,1.025477707,0.094208419,70.28484848,1.15333579,1.011953538,0.141382251,70.3949705,0.110302264,0.113597856,0.048726528,11.0,25,7,0.78125,1.117782688,0.966763006,0.151019682,65.05625,1.157790349,0.9289699090000001,0.228820439,62.80910817,0.13611948199999999,0.118984125,0.093212,3.0
SCAR,South Carolina,2016,DUKE,Duke,True,22,10,0.6875,1.0144289990000002,0.9246145570000001,0.089814442,71.0375,1.002839805,0.8786060720000001,0.12423373300000001,71.57539527,0.132006973,0.135886705,0.053037412,7.0,27,8,0.771428571,1.173316708,1.002132196,0.17118451199999998,68.74285714,1.243974953,0.971286258,0.272688696,68.26979659,0.14624719,0.144527033,0.109515722,2.0
TROY,Troy,2016,DUKE,Duke,False,22,14,0.611111111,1.116646896,1.031726411,0.084920485,70.25,1.148124473,1.0388884859999998,0.10923598699999999,69.76324464,0.15347658,0.12079768699999999,-0.046596064000000006,15.0,27,8,0.771428571,1.173316708,1.002132196,0.17118451199999998,68.74285714,1.243974953,0.971286258,0.272688696,68.26979659,0.14624719,0.144527033,0.109515722,2.0
SCAR,South Carolina,2016,FLA,Florida,True,22,10,0.6875,1.0144289990000002,0.9246145570000001,0.089814442,71.0375,1.002839805,0.8786060720000001,0.12423373300000001,71.57539527,0.132006973,0.135886705,0.053037412,7.0,24,8,0.75,1.1155147840000001,0.93143257,0.184082215,70.175,1.172995203,0.865076776,0.307918427,70.14270504,0.150715284,0.129781053,0.095047924,4.0
UVA,Virginia,2016,FLA,Florida,False,22,10,0.6875,1.087355853,0.908812417,0.17854343600000003,61.24375,1.116720672,0.83289191,0.283828762,57.51920584,0.155729445,0.15827928,0.10095771,5.0,24,8,0.75,1.1155147840000001,0.93143257,0.184082215,70.175,1.172995203,0.865076776,0.307918427,70.14270504,0.150715284,0.129781053,0.095047924,4.0
WIS,Wisconsin,2016,FLA,Florida,False,25,9,0.735294118,1.102397692,0.940286409,0.162111283,65.25882353,1.130418827,0.8903044370000001,0.24011439,62.99063585,0.142713274,0.138655621,0.062209139000000004,8.0,24,8,0.75,1.1155147840000001,0.93143257,0.184082215,70.175,1.172995203,0.865076776,0.307918427,70.14270504,0.150715284,0.129781053,0.095047924,4.0
MTU,Middle Tennessee,2016,BUT,Butler,False,30,4,0.882352941,1.136809269,0.9621916340000001,0.174617635,66.0,1.183700719,0.928709965,0.254990754,63.83434722,0.15146755,0.121124358,-0.002927501,12.0,23,8,0.7419354840000001,1.146944714,1.014257009,0.132687705,66.51612903,1.204025369,0.993367593,0.21065777600000002,65.14570388,0.12496801800000001,0.132614211,0.098750059,4.0
UNC,North Carolina,2016,BUT,Butler,True,27,7,0.794117647,1.167785778,0.9807205290000001,0.18706524800000002,72.71176471,1.232468804,0.936059993,0.296408811,74.42805382,0.147866025,0.157545476,0.08349764,1.0,23,8,0.7419354840000001,1.146944714,1.014257009,0.132687705,66.51612903,1.204025369,0.993367593,0.21065777600000002,65.14570388,0.12496801800000001,0.132614211,0.098750059,4.0
WIN,Winthrop,2016,BUT,Butler,False,26,6,0.8125,1.0962612809999999,0.962543927,0.133717353,72.71875,1.1276097809999999,0.937514269,0.190095512,74.39526523,0.140980037,0.11093378699999999,-0.039203519,13.0,23,8,0.7419354840000001,1.146944714,1.014257009,0.132687705,66.51612903,1.204025369,0.993367593,0.21065777600000002,65.14570388,0.12496801800000001,0.132614211,0.098750059,4.0
MTU,Middle Tennessee,2016,MINN,Minnesota,True,30,4,0.882352941,1.136809269,0.9621916340000001,0.174617635,66.0,1.183700719,0.928709965,0.254990754,63.83434722,0.15146755,0.121124358,-0.002927501,12.0,24,9,0.727272727,1.049429658,0.9426941209999999,0.10673553699999999,71.72727273,1.049952515,0.8992375429999999,0.150714972,73.00629887,0.133243698,0.121163015,0.09036857300000001,5.0
UNC,North Carolina,2016,UK,Kentucky,True,27,7,0.794117647,1.167785778,0.9807205290000001,0.18706524800000002,72.71176471,1.232468804,0.936059993,0.296408811,74.42805382,0.147866025,0.157545476,0.08349764,1.0,29,5,0.852941176,1.1543931729999999,0.9567610059999999,0.197632167,74.44705882,1.213961143,0.914364845,0.299596298,76.58630899,0.120639135,0.10979879699999999,0.081380543,2.0
WICH,Wichita State,2016,UK,Kentucky,False,30,4,0.882352941,1.181802779,0.8864300629999999,0.29537271600000004,69.43529412,1.247296495,0.834625007,0.412671488,69.80990693,0.15804726,0.154721792,-0.016555255,10.0,29,5,0.852941176,1.1543931729999999,0.9567610059999999,0.197632167,74.44705882,1.213961143,0.914364845,0.299596298,76.58630899,0.120639135,0.10979879699999999,0.081380543,2.0
UCLA,UCLA,2016,CIN,Cincinnati,True,29,4,0.8787878790000001,1.208559617,1.0092562520000001,0.199303365,74.76969697,1.288921667,0.9997987629999999,0.28912290399999996,77.58137355,0.143238962,0.113756785,0.030461896000000002,3.0,29,5,0.852941176,1.141363145,0.9203382290000001,0.22102491600000002,65.24705882,1.183587048,0.87407683,0.309510219,63.54156614,0.131380774,0.14932289099999999,0.053748294,6.0
KSU,Kansas State,2016,CIN,Cincinnati,False,20,13,0.606060606,1.06929888,0.9976515220000001,0.071647358,67.07878788,1.093163873,0.96772153,0.12544234199999998,65.56057243,0.155185408,0.138012572,0.090670901,11.0,29,5,0.852941176,1.141363145,0.9203382290000001,0.22102491600000002,65.24705882,1.183587048,0.87407683,0.309510219,63.54156614,0.131380774,0.14932289099999999,0.053748294,6.0
UCLA,UCLA,2016,KENT,Kent State,True,29,4,0.8787878790000001,1.208559617,1.0092562520000001,0.199303365,74.76969697,1.288921667,0.9997987629999999,0.28912290399999996,77.58137355,0.143238962,0.113756785,0.030461896000000002,3.0,22,13,0.628571429,1.07071832,1.0023762379999999,0.068342082,71.83428571,1.07118869,0.99169412,0.07949457,71.69417695,0.141568156,0.12127149999999999,-0.01322123,14.0
MSU,Michigan State,2016,MIA,Miami (FL),True,19,14,0.575757576,1.067851665,1.001865175,0.06598649,67.16969697,1.0895380190000001,0.9778538509999999,0.111684169,65.80085203,0.134468071,0.11828936400000001,0.10662761300000001,9.0,21,11,0.65625,1.065259117,0.973163977,0.09209514,65.125,1.0706963090000001,0.934223745,0.136472564,62.91439098,0.131607687,0.154658021,0.083378802,8.0
MSU,Michigan State,2016,KU,Kansas,False,19,14,0.575757576,1.067851665,1.001865175,0.06598649,67.16969697,1.0895380190000001,0.9778538509999999,0.111684169,65.80085203,0.134468071,0.11828936400000001,0.10662761300000001,9.0,28,4,0.875,1.15237266,1.008974471,0.143398189,71.78125,1.219818166,0.981308231,0.238509935,72.77497798,0.111321658,0.127689348,0.10512774,1.0
ORE,Oregon,2016,KU,Kansas,True,29,5,0.852941176,1.152000685,0.931731985,0.220268701,68.65294118,1.202131047,0.887856258,0.314274789,67.92964624,0.13970265699999998,0.108219114,0.039921478999999996,3.0,28,4,0.875,1.15237266,1.008974471,0.143398189,71.78125,1.219818166,0.981308231,0.238509935,72.77497798,0.111321658,0.127689348,0.10512774,1.0
PUR,Purdue,2016,KU,Kansas,False,25,7,0.78125,1.1362226359999998,0.946696035,0.18952660100000002,70.51875,1.185820645,0.9000966840000001,0.285723961,70.96423676,0.119151307,0.11571554699999999,0.070482824,4.0,28,4,0.875,1.15237266,1.008974471,0.143398189,71.78125,1.219818166,0.981308231,0.238509935,72.77497798,0.111321658,0.127689348,0.10512774,1.0
UCD,UC Davis,2016,KU,Kansas,False,22,12,0.647058824,0.995347291,0.979842757,0.015504535,70.8,0.978384824,0.961400991,0.016983833,71.15156555,0.107469648,0.12006792,-0.054386787,16.0,28,4,0.875,1.15237266,1.008974471,0.143398189,71.78125,1.219818166,0.981308231,0.238509935,72.77497798,0.111321658,0.127689348,0.10512774,1.0
UNC,North Carolina,2016,ORE,Oregon,True,27,7,0.794117647,1.167785778,0.9807205290000001,0.18706524800000002,72.71176471,1.232468804,0.936059993,0.296408811,74.42805382,0.147866025,0.157545476,0.08349764,1.0,29,5,0.852941176,1.152000685,0.931731985,0.220268701,68.65294118,1.202131047,0.887856258,0.314274789,67.92964624,0.13970265699999998,0.108219114,0.039921478999999996,3.0
URI,Rhode Island,2016,ORE,Oregon,False,24,9,0.727272727,1.097560976,0.962853031,0.134707944,66.84242424,1.132884062,0.929250441,0.20363362,65.78569728,0.169601552,0.133387704,0.046559683,11.0,29,5,0.852941176,1.152000685,0.931731985,0.220268701,68.65294118,1.202131047,0.887856258,0.314274789,67.92964624,0.13970265699999998,0.108219114,0.039921478999999996,3.0
UNC,North Carolina,2016,ARK,Arkansas,True,27,7,0.794117647,1.167785778,0.9807205290000001,0.18706524800000002,72.71176471,1.232468804,0.936059993,0.296408811,74.42805382,0.147866025,0.157545476,0.08349764,1.0,25,9,0.735294118,1.115726271,1.041908233,0.073818038,71.51764706,1.155493437,1.048185347,0.107308091,71.9495498,0.109792019,0.139423377,0.068480431,8.0
HALL,Seton Hall,2016,ARK,Arkansas,False,21,11,0.65625,1.061634537,1.012806638,0.048827899,69.05625,1.069094194,0.991336562,0.07775763200000001,68.84390956,0.126671396,0.11108553800000001,0.073121668,9.0,25,9,0.735294118,1.115726271,1.041908233,0.073818038,71.51764706,1.155493437,1.048185347,0.107308091,71.9495498,0.109792019,0.139423377,0.068480431,8.0
UNC,North Carolina,2016,TXSO,Texas Southern,True,27,7,0.794117647,1.167785778,0.9807205290000001,0.18706524800000002,72.71176471,1.232468804,0.936059993,0.296408811,74.42805382,0.147866025,0.157545476,0.08349764,1.0,23,11,0.6764705879999999,1.0778213429999999,1.025027295,0.052794047999999996,69.01176471,1.11480761,1.008736505,0.106071105,68.76782604,0.127589324,0.180181455,-0.057268784,16.0
WICH,Wichita State,2016,DAY,Dayton,True,30,4,0.882352941,1.181802779,0.8864300629999999,0.29537271600000004,69.43529412,1.247296495,0.834625007,0.412671488,69.80990693,0.15804726,0.154721792,-0.016555255,10.0,24,7,0.774193548,1.102735902,0.951370305,0.151365596,69.32903226,1.133960977,0.923216121,0.210744856,69.34821487,0.14016141099999999,0.112139924,0.018723864,7.0
ORE,Oregon,2016,IONA,Iona,True,29,5,0.852941176,1.152000685,0.931731985,0.220268701,68.65294118,1.202131047,0.887856258,0.314274789,67.92964624,0.13970265699999998,0.108219114,0.039921478999999996,3.0,22,12,0.647058824,1.1086797959999999,1.047111972,0.06156782400000001,72.58235294,1.148196278,1.043420818,0.104775461,73.39867384,0.13904762699999998,0.13098147300000001,0.0014423370000000001,14.0
ORE,Oregon,2016,MICH,Michigan,True,29,5,0.852941176,1.152000685,0.931731985,0.220268701,68.65294118,1.202131047,0.887856258,0.314274789,67.92964624,0.13970265699999998,0.108219114,0.039921478999999996,3.0,24,11,0.685714286,1.173780488,1.0228286070000001,0.150951881,63.72571429,1.252569141,1.011487598,0.241081543,60.98019009,0.178599311,0.161112843,0.089104111,7.0
OKST,Oklahoma State,2016,MICH,Michigan,False,20,12,0.625,1.172162741,1.078710904,0.093451837,72.96875,1.251158543,1.0915596490000001,0.159598894,74.56622246,0.13172683400000001,0.149002159,0.105126739,10.0,24,11,0.685714286,1.173780488,1.0228286070000001,0.150951881,63.72571429,1.252569141,1.011487598,0.241081543,60.98019009,0.178599311,0.161112843,0.089104111,7.0
WVU,West Virginia,2016,ND,Notre Dame,True,26,8,0.764705882,1.136994125,0.919657423,0.21733670300000002,72.09411765,1.178878762,0.8692612959999999,0.309617466,73.6185378,0.11043408,0.149445437,0.06886902,4.0,25,9,0.735294118,1.146959606,1.01308878,0.133870826,68.00588235,1.1956103340000002,0.994542452,0.201067882,67.43662356,0.11693761300000001,0.10438358699999999,0.0968892,5.0
PRIN,Princeton,2016,ND,Notre Dame,False,23,6,0.793103448,1.104012672,0.946290203,0.157722469,65.31034483,1.152371813,0.9046092059999999,0.247762607,63.03687673,0.147783893,0.106194762,-0.024721943,12.0,25,9,0.735294118,1.146959606,1.01308878,0.133870826,68.00588235,1.1956103340000002,0.994542452,0.201067882,67.43662356,0.11693761300000001,0.10438358699999999,0.0968892,5.0
WVU,West Virginia,2016,BUCK,Bucknell,True,26,8,0.764705882,1.136994125,0.919657423,0.21733670300000002,72.09411765,1.178878762,0.8692612959999999,0.309617466,73.6185378,0.11043408,0.149445437,0.06886902,4.0,26,8,0.764705882,1.092036443,0.958078822,0.133957622,69.72941176,1.127547357,0.935417605,0.192129752,70.31801009,0.122710393,0.12711319699999998,-0.006599481,13.0
PUR,Purdue,2016,ISU,Iowa State,True,25,7,0.78125,1.1362226359999998,0.946696035,0.18952660100000002,70.51875,1.185820645,0.9000966840000001,0.285723961,70.96423676,0.119151307,0.11571554699999999,0.070482824,4.0,23,10,0.696969697,1.132467753,1.000926784,0.131540969,71.41818182,1.18700977,0.971703247,0.215306523,71.68271187,0.142304638,0.132475652,0.10765853800000001,5.0
NEV,Nevada,2016,ISU,Iowa State,False,28,6,0.8235294120000001,1.133766992,0.996447162,0.13731983,70.53529412,1.190369452,0.9801017190000001,0.210267733,71.01180679,0.132821901,0.112976135,0.026162632999999998,12.0,23,10,0.696969697,1.132467753,1.000926784,0.131540969,71.41818182,1.18700977,0.971703247,0.215306523,71.68271187,0.142304638,0.132475652,0.10765853800000001,5.0
FLA,Florida,2016,ETSU,East Tennessee State,True,24,8,0.75,1.1155147840000001,0.93143257,0.184082215,70.175,1.172995203,0.865076776,0.307918427,70.14270504,0.150715284,0.129781053,0.095047924,4.0,27,7,0.794117647,1.115353038,0.971649909,0.143703128,71.64705882,1.135043272,0.938317375,0.19672589699999998,72.24774685,0.132973393,0.123578801,-0.006187867,13.0
USC,USC,2016,SMU,SMU,True,24,9,0.727272727,1.119686126,1.025477707,0.094208419,70.28484848,1.15333579,1.011953538,0.141382251,70.3949705,0.110302264,0.113597856,0.048726528,11.0,30,4,0.882352941,1.180581439,0.9390581720000001,0.24152326699999999,63.12941176,1.259497233,0.903474848,0.356022385,60.75574436,0.152900819,0.131808482,0.04208719599999999,6.0
UVM,Vermont,2016,PUR,Purdue,False,29,5,0.852941176,1.139719285,0.9375,0.202219285,64.54117647,1.183793691,0.8965062359999999,0.287287456,62.337036499999996,0.153754846,0.15065124300000002,-0.035817772000000005,13.0,25,7,0.78125,1.1362226359999998,0.946696035,0.18952660100000002,70.51875,1.185820645,0.9000966840000001,0.285723961,70.96423676,0.119151307,0.11571554699999999,0.070482824,4.0
FSU,Florida State,2016,FGCU,Florida Gulf Coast,True,25,8,0.757575758,1.146939808,0.992740165,0.154199642,71.89090909,1.1898557509999999,0.9629216359999999,0.226934115,73.08071407,0.137298484,0.109708128,0.089144528,3.0,26,7,0.787878788,1.146744837,0.9964006670000001,0.15034417,69.26060606,1.1717323370000001,0.9867354740000001,0.184996863,67.92521763,0.158002925,0.117062979,-0.058813162,14.0
LOU,Louisville,2016,JVST,Jacksonville State,True,24,8,0.75,1.128856129,0.952617777,0.17623835100000002,68.68125,1.175083473,0.900675855,0.274407617,68.60208575,0.150294178,0.155209986,0.126964133,2.0,20,14,0.588235294,1.071105891,1.033893734,0.037212157,65.10588235,1.1015866220000001,1.0168021790000001,0.084784443,62.62738413,0.16324464,0.143803036,-0.02412689,15.0
UVA,Virginia,2016,UNCW,North Carolina-Wilmington,True,22,10,0.6875,1.087355853,0.908812417,0.17854343600000003,61.24375,1.116720672,0.83289191,0.283828762,57.51920584,0.155729445,0.15827928,0.10095771,5.0,29,5,0.852941176,1.189615511,1.0586430279999999,0.130972483,71.6,1.263415165,1.058219823,0.205195342,72.02284965,0.181983082,0.125233973,0.020805254,12.0
XAV,Xavier,2016,FSU,Florida State,True,21,13,0.6176470589999999,1.093251745,1.039506384,0.053745361,68.25294118,1.125170545,1.022101132,0.103069414,67.83645434,0.12819826199999998,0.13568433800000002,0.09908667300000001,11.0,25,8,0.757575758,1.146939808,0.992740165,0.154199642,71.89090909,1.1898557509999999,0.9629216359999999,0.226934115,73.08071407,0.137298484,0.109708128,0.089144528,3.0
