alias,market,season,conf_alias,wins,losses,win_pct,off_ptsperposs,def_ptsperposs,net_ptsperposs,possperg,adj_off_ptsperposs,adj_def_ptsperposs,adj_net_ptsperposs,adj_possperg,off_sd,def_sd,opp_adj_net_ptsperposs,seed,tournament_wins
TXAM,Texas A&M,2015,SEC,26,8,0.764705882,1.104880137,0.955648966,0.149231171,68.70588235,1.124813027,0.91877733,0.206035697,68.10361509,0.123004109,0.138154134,0.069787758,3,2
GONZ,Gonzaga,2015,WCC,26,7,0.787878788,1.171283513,0.965547703,0.20573581,68.04242424,1.23722724,0.933296349,0.30393089,67.25875896,0.199011861,0.123248372,0.013996061,11,2
IND,Indiana,2015,BIG10,25,7,0.78125,1.198779822,1.001817356,0.196962466,68.6375,1.269986187,0.985407432,0.284578755,68.54510066,0.157182469,0.134414335,0.044146615,5,2
ISU,Iowa State,2015,BIG12,21,11,0.65625,1.135338998,1.031473042,0.103865956,72.0875,1.193264188,1.021676584,0.171587604,73.76106626,0.119872324,0.138289802,0.0911986,4,2
DUKE,Duke,2015,ACC,23,10,0.696969697,1.187908786,1.040427021,0.147481764,68.56969697,1.25821392,1.02915313,0.22906079,68.53736204,0.15422125,0.130414616,0.104948249,4,2
UNI,Northern Iowa,2015,MVC,22,12,0.647058824,1.074049986,0.986896743,0.087153243,63.31176471,1.10423483,0.962432032,0.141802798,60.49680527,0.157440706,0.148476055,0.035009501,11,1
UTAH,Utah,2015,PAC12,26,8,0.764705882,1.141633501,0.997793057,0.143840444,67.98823529,1.182995651,0.978632052,0.204363599,66.69824521,0.155241469,0.135300664,0.054202648,3,1
PROV,Providence,2015,BIGEAST,23,10,0.696969697,1.054154431,0.978482735,0.075671696,70.16969697,1.067710093,0.948802252,0.118907841,70.32533649,0.146373765,0.091356152,0.066445936,9,1
XAV,Xavier,2015,BIGEAST,27,5,0.84375,1.124503197,0.977466242,0.147036954,72.3375,1.175739358,0.950371918,0.225367439,73.58546015,0.143778259,0.144171069,0.055700134,2,1
BUT,Butler,2015,BIGEAST,21,10,0.677419355,1.145661347,1.006019701,0.139641646,70.33548387,1.197828559,0.996233074,0.201595485,70.27062786,0.129510768,0.141865021,0.041057151,9,1
JOES,Saint Joseph's (PA),2015,A10,27,7,0.794117647,1.097520386,0.985979758,0.111540628,70.69411765,1.132421572,0.961349051,0.171072521,71.64549265,0.13594576,0.142155546,0.038202919,8,1
HAW,Hawaii,2015,BIGWEST,27,5,0.84375,1.098575347,0.933833881,0.164741467,70.63125,1.113529266,0.909372596,0.20415667,70.81631534,0.121056952,0.129704846,-0.025182325,13,1
VCU,Virginia Commonwealth,2015,A10,24,10,0.705882353,1.090297392,0.964912281,0.125385111,70.81176471,1.107270239,0.93086731,0.176402929,71.79140053,0.124740893,0.122366779,0.029093525,10,1
YALE,Yale,2015,IVY,22,6,0.785714286,1.119561749,0.944903581,0.174658167,67.15,1.15079196,0.888426182,0.262365778,65.83864542,0.144839226,0.126034565,-0.002394271,12,1
IOWA,Iowa,2015,BIG10,21,10,0.677419355,1.126780229,0.989041605,0.137738624,69.30967742,1.171283973,0.960214636,0.211069337,69.73226865,0.115810588,0.132695023,0.08371672,7,1
MTU,Middle Tennessee,2015,CUSA,24,9,0.727272727,1.060284628,0.991027732,0.069256896,68.56363636,1.055660458,0.965068963,0.090591495,67.59144906,0.113095104,0.134040866,0.002186107,15,1
UK,Kentucky,2015,SEC,26,8,0.764705882,1.170801279,0.994344958,0.176456322,68.05294118,1.251457491,0.966130003,0.285327488,67.3277801,0.11850983,0.120249135,0.070935836,4,1
WICH,Wichita State,2015,AAC,24,8,0.75,1.101033835,0.890140845,0.21089299,66.5,1.143295896,0.837266981,0.306028915,65.64565373,0.159996208,0.103700366,0.006678249,11,1
UALR,Arkansas-Little Rock,2015,SUNBELT,29,4,0.878787879,1.105914588,0.931093109,0.174821479,64.14545455,1.135185888,0.883233486,0.251952402,60.80704817,0.097632154,0.14556612,-0.024571306,12,1
SFA,Stephen F. Austin,2015,SOUTHLAND,27,5,0.84375,1.162361624,0.936588921,0.225772702,69.44375,1.208858112,0.884348157,0.324509956,67.96944134,0.156322894,0.123985552,-0.048796194,14,1
CONN,Connecticut,2015,AAC,24,10,0.705882353,1.09743229,0.936354112,0.161078178,66.89411765,1.127073192,0.889617656,0.237455535,65.95543367,0.132987316,0.137676956,0.062593478,9,1
CSB,Cal State Bakersfield,2015,WAC,24,8,0.75,1.069663127,0.926430518,0.143232609,68.275,1.068995401,0.884250906,0.184744495,67.70277541,0.108985508,0.120358451,-0.096166163,15,0
TEM,Temple,2015,AAC,21,11,0.65625,1.023956003,1.006717671,0.017238332,67.05,1.033067321,0.986142302,0.046925019,66.3706552,0.130581141,0.11298378,0.053114887,10,0
HALL,Seton Hall,2015,BIGEAST,25,8,0.757575758,1.064288176,0.951671914,0.112616263,70.32727273,1.086057515,0.911280654,0.174776861,70.54990091,0.084561561,0.116052921,0.060171841,6,0
UNCA,UNC Asheville,2015,BIGSOUTH,22,11,0.666666667,1.061675883,0.956040029,0.105635854,71.24242424,1.049171815,0.912174714,0.136997101,72.02573263,0.122762402,0.122732465,-0.029589176,15,0
CIN,Cincinnati,2015,AAC,22,10,0.6875,1.093881364,0.932258363,0.161623,66.90625,1.119174256,0.887345921,0.231828336,66.02988257,0.115573472,0.147675468,0.056601823,9,0
FRES,Fresno State,2015,MWC,25,9,0.735294118,1.071906914,0.993034248,0.078872666,70.27058824,1.082077856,0.974252556,0.1078253,70.30612889,0.129253265,0.111307772,0.008639865,14,0
UNCW,North Carolina-Wilmington,2015,COLONIAL,25,7,0.78125,1.105827953,1.017309875,0.088518078,71.6375,1.125794633,1.003777328,0.122017304,72.38503423,0.106834938,0.121348535,0.006487714,13,0
STON,Stony Brook,2015,AE,26,6,0.8125,1.136805106,0.959199686,0.17760542,67.56875,1.161051881,0.915703609,0.245348272,66.3545309,0.124254205,0.132631618,-0.031522484,13,0
COLO,Colorado,2015,PAC12,22,11,0.666666667,1.07011857,0.990994818,0.079123753,71.04848485,1.076812243,0.960116266,0.116695977,70.99259164,0.148328133,0.127193408,0.034507162,8,0
CHAT,Chattanooga,2015,SOUTHERN,29,5,0.852941176,1.113510712,0.992602866,0.120907845,68.09411765,1.127490657,0.961791401,0.165699256,66.41269874,0.147996642,0.118549223,-0.032166423,12,0
MSU,Michigan State,2015,BIG10,29,5,0.852941176,1.190413484,0.938343638,0.252069846,67.00588235,1.267613541,0.892583619,0.375029922,66.32409435,0.142458271,0.144977789,0.055692486,2,0
BUFF,Buffalo,2015,MAC,20,14,0.588235294,1.06717928,1.040352043,0.026827237,72.67647059,1.070069193,1.022858824,0.047210369,74.44434161,0.134953919,0.110909691,0.031824709,14,0
HC,Holy Cross,2015,PATRIOT,14,19,0.424242424,0.990535698,1.067217529,-0.076681831,65.95757576,0.968967861,1.078232953,-0.109265092,64.33179367,0.136125777,0.15983665,-0.031400557,16,0
USC,USC,2015,PAC12,21,12,0.636363636,1.091295812,1.016816421,0.074479391,74.08484848,1.114484129,1.00343264,0.111051488,75.86862514,0.105775489,0.129098913,0.066366847,8,0
PUR,Purdue,2015,BIG10,26,8,0.764705882,1.136285469,0.944841236,0.191444233,68.41176471,1.182187515,0.896781575,0.285405941,68.40056914,0.170066557,0.146157746,0.080127199,5,0
BAY,Baylor,2015,BIG12,22,11,0.666666667,1.140783224,1.015271242,0.125511982,67.63030303,1.198087959,1.005780995,0.192306964,66.64203062,0.140046537,0.144041389,0.079884677,5,0
IONA,Iona,2015,MAAC,22,10,0.6875,1.106333073,1.011327555,0.095005518,71.94375,1.145912542,0.998354382,0.147558161,73.0289185,0.11741443,0.115982789,-0.00308453,13,0
WVU,West Virginia,2015,BIG12,26,8,0.764705882,1.127249895,0.954246714,0.173003182,70.26470588,1.167164735,0.908815865,0.25834887,70.72363605,0.14140156,0.151684014,0.086242547,3,0
ARIZ,Arizona,2015,PAC12,25,8,0.757575758,1.140813894,0.96901864,0.171795254,71.18787879,1.18693738,0.936927167,0.250010213,71.38056999,0.1457137,0.131161937,0.03958577,6,0
FGCU,Florida Gulf Coast,2015,AS,20,13,0.606060606,1.081311196,1.022452337,0.058858859,71.18181818,1.062700309,1.009513662,0.053186648,70.70286836,0.133267088,0.119778676,-0.041513117,16,0
SDST,South Dakota State,2015,SUMMIT,26,7,0.787878788,1.112535361,1.013886247,0.098649114,68.55757576,1.144330473,0.990056484,0.154273989,68.19758074,0.139689697,0.110000373,-0.000565661,12,0
TTU,Texas Tech,2015,BIG12,19,12,0.612903226,1.083639173,1.036182636,0.047456537,66.8,1.107676796,1.032444857,0.075231939,65.75150128,0.148545686,0.131467965,0.096786359,8,0
PITT,Pittsburgh,2015,ACC,21,11,0.65625,1.132892531,1.01770326,0.115189272,67.1125,1.163354861,1.002556699,0.160798162,66.22226407,0.172891837,0.147674772,0.05822464,10,0
HAMP,Hampton,2015,MEAC,21,10,0.677419355,1.013111888,1.018798716,-0.005686828,73.80645161,1.000333986,1.021255825,-0.020921839,75.67972586,0.131494883,0.143968722,-0.075429484,16,0
CAL,California,2015,PAC12,23,10,0.696969697,1.091589608,0.970856742,0.120732867,68.81818182,1.116458821,0.92761367,0.188845151,68.51537374,0.095370931,0.089335355,0.07036161,4,0
DAY,Dayton,2015,A10,25,7,0.78125,1.058291911,0.952079566,0.106212345,69.15625,1.057485696,0.915236765,0.142248932,68.97542951,0.143221061,0.158764504,0.041406956,7,0
WEB,Weber State,2015,BIGSKY,26,8,0.764705882,1.120223272,0.976235485,0.143987787,68.5,1.120451067,0.940290723,0.180160344,67.5523945,0.117112411,0.115358485,-0.069042045,15,0
PEAY,Austin Peay,2015,OVC,18,17,0.514285714,1.079250487,1.089320887,-0.010070401,70.44571429,1.07885698,1.090277136,-0.011420156,70.92425961,0.179479453,0.106152875,-0.010025733,16,0
ORST,Oregon State,2015,PAC12,19,12,0.612903226,1.050898485,1.025434947,0.025463538,68.57419355,1.059396802,1.013457589,0.045939213,67.66369681,0.092523379,0.127312008,0.071686827,7,0
TEX,Texas,2015,BIG12,20,12,0.625,1.071830986,1.014911463,0.056919523,66.5625,1.09321462,0.993558374,0.099656246,64.92471957,0.138792712,0.154639378,0.112517176,6,0
MICH,Michigan,2015,BIG10,22,12,0.647058824,1.132633844,1.032110092,0.100523753,65.59411765,1.182564915,1.01340577,0.169159144,64.14016264,0.151861132,0.149713963,0.070475949,11,0
GB,Green Bay,2015,HORIZON,23,12,0.657142857,1.089189389,1.02968532,0.059504069,77.33142857,1.110068973,1.011060124,0.099008849,80.71704858,0.137543627,0.135549111,-0.013130706,14,0
DUKE,Duke,2014,ACC,29,4,0.878787879,1.215166743,0.973809738,0.241357005,66.33333333,1.321581358,0.940186903,0.381394456,66.82286419,0.162410041,0.121193133,0.09310825,1,6
WIS,Wisconsin,2014,BIG10,31,3,0.911764706,1.216404539,0.932004689,0.28439985,59.09411765,1.325990154,0.889031601,0.436958553,55.95873502,0.154338575,0.163657662,0.088055652,1,5
MSU,Michigan State,2014,BIG10,23,11,0.676470588,1.115472387,0.972309913,0.143162475,64.44117647,1.173610336,0.931965207,0.241645129,64.42195449,0.139827881,0.159079504,0.092223056,7,4
UK,Kentucky,2014,SEC,34,0,1,1.171573137,0.828666908,0.34290623,63.94117647,1.242823219,0.749339723,0.493483496,62.97916297,0.114004959,0.137718502,0.065567011,1,4
ND,Notre Dame,2014,ACC,29,5,0.852941176,1.218624955,1.005767844,0.21285711,64.68235294,1.314404403,1.010180065,0.304224338,64.27780678,0.142757656,0.140176077,0.040023143,3,3
GONZ,Gonzaga,2014,WCC,32,2,0.941176471,1.219954649,0.925195044,0.294759605,64.85294118,1.299752206,0.87447825,0.425273956,64.58133932,0.156710592,0.11940693,0.037651576,2,3
ARIZ,Arizona,2014,PAC12,31,3,0.911764706,1.154803164,0.874736657,0.280066506,66.19411765,1.216430787,0.809792944,0.406637842,66.35421487,0.11486067,0.106453182,0.054670858,2,3
LOU,Louisville,2014,ACC,24,8,0.75,1.019140517,0.867328355,0.151812162,67.91875,1.028362895,0.813992846,0.214370049,68.82605143,0.160510967,0.163899912,0.092843943,4,3
WVU,West Virginia,2014,BIG12,23,9,0.71875,1.054273238,0.977962692,0.076310546,70.13125,1.07383175,0.962908868,0.110922882,72.42853072,0.132953791,0.145672616,0.078018828,5,2
WICH,Wichita State,2014,AAC,28,4,0.875,1.128934318,0.894610299,0.23432402,61.75625,1.180983939,0.847636833,0.333347106,60.71929886,0.137570841,0.122266704,0.001223525,7,2
UCLA,UCLA,2014,PAC12,20,13,0.606060606,1.056,1.004294533,0.051705467,68.18181818,1.073330999,0.994083835,0.079247164,69.08547277,0.180157242,0.112080036,0.087275308,11,2
UNC,North Carolina,2014,ACC,24,11,0.685714286,1.108356365,0.980263697,0.128092668,70.29714286,1.179270316,0.938440467,0.240829849,72.96105734,0.139555666,0.149580658,0.138101623,4,2
OKLA,Oklahoma,2014,BIG12,22,10,0.6875,1.046934692,0.912561352,0.134373339,68.7125,1.070499984,0.849821716,0.220678269,70.21397589,0.11742285,0.13943447,0.087968387,3,2
XAV,Xavier,2014,BIGEAST,21,13,0.617647059,1.100211156,1.008152889,0.092058268,66.85882353,1.150766226,0.987818414,0.162947811,67.47431722,0.128350947,0.154089297,0.09147476,6,2
NCST,North Carolina State,2014,ACC,20,13,0.606060606,1.08419677,1.004186047,0.080010724,64.92727273,1.116289802,0.990863964,0.125425838,64.79501964,0.114417798,0.15189308,0.105677705,8,2
UTAH,Utah,2014,PAC12,24,8,0.75,1.154192516,0.899930851,0.254261665,62.4625,1.219224999,0.843121363,0.376103636,60.33702845,0.141621349,0.145072715,0.045007006,5,2
ORE,Oregon,2014,PAC12,25,9,0.735294118,1.090777853,1.017860166,0.072917687,69.27058824,1.115643302,1.025110372,0.09053293,70.29057139,0.121202052,0.134236912,0.054451132,8,1
GTWN,Georgetown,2014,BIGEAST,21,10,0.677419355,1.085578447,0.984476321,0.101102125,65.13548387,1.115316023,0.957370751,0.157945272,64.83880093,0.146670925,0.131351177,0.098213917,4,1
ARK,Arkansas,2014,SEC,26,8,0.764705882,1.105232461,0.992344179,0.112888282,70.6,1.147135525,0.98052591,0.166609615,73.08970947,0.115989412,0.172497118,0.057730339,5,1
UVA,Virginia,2014,ACC,29,3,0.90625,1.116867856,0.857535115,0.259332741,58.50625,1.170287376,0.776794599,0.393492776,55.15891882,0.157767378,0.167613544,0.067368253,2,1
GAST,Georgia State,2014,SUNBELT,24,9,0.727272727,1.114918787,0.954701835,0.160216952,64.55151515,1.157883762,0.918200204,0.239683558,62.88535263,0.153020089,0.167261334,-0.005299625,14,1
KU,Kansas,2014,BIG12,26,8,0.764705882,1.068119651,0.967614186,0.100505464,66.66470588,1.111485556,0.93094341,0.180542146,67.47653944,0.152911048,0.090820207,0.141413221,2,1
VILL,Villanova,2014,BIGEAST,32,2,0.941176471,1.177672813,0.911412469,0.266260344,64.75882353,1.264132554,0.858999988,0.405132566,64.20598542,0.173702435,0.117465851,0.050208207,1,1
OSU,Ohio State,2014,BIG10,23,10,0.696969697,1.141215107,0.939839328,0.201375779,66.43636364,1.19335812,0.904811875,0.288546245,66.91529629,0.142211813,0.134176052,0.067257691,10,1
DAY,Dayton,2014,A10,25,8,0.757575758,1.066521368,0.942158058,0.124363311,63.95757576,1.086234114,0.911529124,0.17470499,63.02674687,0.135689958,0.115444693,0.014740532,11,1
SDSU,San Diego State,2014,MWC,26,8,0.764705882,1.00181194,0.867332245,0.134479694,61.68235294,0.9862046,0.803270161,0.18293444,60.56241614,0.155837989,0.138229177,0.04200939,8,1
CIN,Cincinnati,2014,AAC,22,10,0.6875,1.051522495,0.912420054,0.139102441,59.31875,1.076002793,0.873669075,0.202333718,56.80740306,0.168520386,0.126420179,0.043543044,8,1
MD,Maryland,2014,BIG10,27,6,0.818181818,1.076930302,0.96254958,0.114380722,64.52121212,1.102005437,0.936023472,0.165981965,63.87048183,0.097219821,0.129154262,0.084158405,4,1
UAB,UAB,2014,CUSA,19,15,0.558823529,1.021111402,0.989392994,0.031718408,67.42941176,1.017749643,0.97990672,0.037842923,67.79204302,0.144077798,0.131501828,0.023707936,14,1
IOWA,Iowa,2014,BIG10,21,11,0.65625,1.076483133,0.95247258,0.124010553,64.475,1.113618514,0.920404787,0.193213727,64.07464762,0.152309248,0.162543926,0.092778432,7,1
UNI,Northern Iowa,2014,MVC,30,3,0.909090909,1.132164602,0.92600248,0.206162122,57.73333333,1.190982385,0.884582905,0.30639948,54.80320109,0.133367594,0.120191462,0.014344446,5,1
BUT,Butler,2014,BIGEAST,22,10,0.6875,1.059899057,0.935320531,0.124578526,65.63125,1.073621815,0.887800135,0.185821679,65.38097732,0.152397219,0.124604078,0.06102915,6,1
LSU,LSU,2014,SEC,22,10,0.6875,1.030414263,0.949688842,0.080725421,71.5125,1.038886857,0.924034349,0.114852508,74.72107391,0.114165753,0.111770317,0.030169531,9,0
WOF,Wofford,2014,SOUTHERN,28,6,0.823529412,1.079723197,0.965344048,0.114379148,62.05294118,1.086919285,0.925706779,0.161212506,59.02347265,0.146702346,0.152179067,-0.020623931,12,0
ALBY,Albany,2014,AE,24,8,0.75,1.066666667,0.977974015,0.088692651,61.40625,1.094437808,0.97266398,0.121773828,59.66632405,0.14751873,0.144543048,-0.048159303,14,0
ISU,Iowa State,2014,BIG12,25,8,0.757575758,1.132422491,0.987387699,0.145034792,69.2,1.199533786,0.969017728,0.230516058,70.9763079,0.125487956,0.147839447,0.089351343,3,0
EWU,Eastern Washington,2014,BIGSKY,26,8,0.764705882,1.17773203,1.086977052,0.090754978,68.57647059,1.212091902,1.097565434,0.114526468,70.27152516,0.124787624,0.130131311,-0.018572305,13,0
HARV,Harvard,2014,IVY,22,7,0.75862069,1.036999889,0.931419079,0.105580809,61.88275862,1.035868021,0.885616872,0.150251148,60.59822116,0.179193404,0.14298269,0.014282686,13,0
HAMP,Hampton,2014,MEAC,16,17,0.484848485,0.971588916,0.982572905,-0.010983989,69.11515152,0.949073836,0.973509783,-0.024435947,70.85417829,0.118699225,0.131640415,-0.066144455,16,0
NMSU,New Mexico State,2014,WAC,23,10,0.696969697,1.09178744,0.942589577,0.149197863,62.72727273,1.119242026,0.907251454,0.211990572,61.87022057,0.145584343,0.13280918,-0.024609205,15,0
BUFF,Buffalo,2014,MAC,23,9,0.71875,1.087566784,0.987258269,0.100308516,69.01875,1.129455526,0.954936108,0.174519418,70.86171986,0.109468267,0.120344659,0.044042681,12,0
DAV,Davidson,2014,A10,24,7,0.774193548,1.18222604,1.026657418,0.155568623,67.58709677,1.257427114,1.032912007,0.224515107,68.44091024,0.171217383,0.166881597,0.021907324,10,0
MISS,Ole Miss,2014,SEC,20,12,0.625,1.07493062,1.005305781,0.069624839,67.5625,1.117678607,0.996650707,0.1210279,68.40013172,0.163883872,0.142328968,0.066526849,11,0
BAY,Baylor,2014,BIG12,24,9,0.727272727,1.096604495,0.948546927,0.148057568,63.36363636,1.148654981,0.913254599,0.235400383,61.93251142,0.141607097,0.148881766,0.093756284,3,0
VCU,Virginia Commonwealth,2014,A10,26,9,0.742857143,1.066324815,0.971774877,0.094549938,67.97714286,1.099752373,0.939733014,0.160019359,69.67288337,0.144226818,0.119957904,0.086276056,7,0
SMU,SMU,2014,AAC,27,6,0.818181818,1.108369618,0.938511327,0.169858291,62.63636364,1.154614665,0.908794213,0.245820452,61.5559228,0.118396262,0.111558703,0.040065407,6,0
VALP,Valparaiso,2014,MVC,28,5,0.848484848,1.085665818,0.935086621,0.150579198,64.30909091,1.094982294,0.886824959,0.208157335,62.94323128,0.160817532,0.105943728,-0.033637813,13,0
IND,Indiana,2014,BIG10,20,13,0.606060606,1.153672622,1.063724163,0.089948459,67.16363636,1.221315781,1.084928291,0.13638749,67.94463474,0.134197705,0.11992451,0.072803402,10,0
UCI,UC Irvine,2014,BIGWEST,21,12,0.636363636,1.059803179,0.984977466,0.074825713,64.04848485,1.06915029,0.957327928,0.111822362,63.41908724,0.118215073,0.121356644,0.000707385,13,0
UGA,Georgia,2014,SEC,21,11,0.65625,1.04541109,0.961430444,0.083980646,65.375,1.068886071,0.928019106,0.140866965,65.20083557,0.136348719,0.128863541,0.083096585,10,0
SJU,St. John's,2014,BIGEAST,21,11,0.65625,1.054897241,0.97949779,0.075399451,67.5125,1.067692666,0.947838318,0.119854347,67.95943272,0.128351468,0.162247365,0.049831746,9,0
NDSU,North Dakota State,2014,SUMMIT,23,9,0.71875,1.046205289,0.987186332,0.059018957,61.68125,1.048299843,0.960943787,0.087356056,59.45719329,0.123744951,0.139200114,-0.035838136,15,0
LAF,Lafayette,2014,PATRIOT,20,12,0.625,1.151421088,1.118623844,0.032797244,64.43125,1.20525627,1.165598663,0.039657607,64.11830078,0.180011084,0.163443971,-0.025718028,16,0
WYO,Wyoming,2014,MWC,25,9,0.735294118,1.04090142,0.949650787,0.091250633,59.25294118,1.043861562,0.924698404,0.119163157,57.03130839,0.136313994,0.158675118,0.000277093,12,0
TXSO,Texas Southern,2014,SWAC,22,12,0.647058824,1.033253098,1.012093927,0.021159171,65.98235294,1.04655121,1.013443002,0.033108207,65.63147592,0.163397954,0.13098977,-0.057008242,15,0
RMU,Robert Morris,2014,NE,19,14,0.575757576,1.030876494,1.014525647,0.016350847,66.93333333,1.030700628,1.012531595,0.018169033,67.02869374,0.160835097,0.138772017,-0.040798998,16,0
SFA,Stephen F. Austin,2014,SOUTHLAND,29,4,0.878787879,1.170849335,0.97037037,0.200478964,67.86060606,1.230595639,0.939281154,0.291314484,67.52664144,0.174272372,0.129605433,-0.019231343,12,0
NE,Northeastern,2014,COLONIAL,23,11,0.676470588,1.078531126,1.01051669,0.068014436,63.59411765,1.110092255,0.994198323,0.115893933,62.83426768,0.1515531,0.108601755,-0.015763071,14,0
BEL,Belmont,2014,OVC,22,10,0.6875,1.103956268,1.044256819,0.059699449,67.45625,1.133169127,1.049818899,0.083350228,68.11624547,0.156332831,0.128409819,-0.031700435,15,0
CCAR,Coastal Carolina,2014,SUNBELT,24,9,0.727272727,1.092537865,1.004715465,0.0878224,65.62424242,1.103731939,0.990439871,0.113292068,64.37347822,0.141056858,0.148845062,-0.058480947,16,0
PUR,Purdue,2014,BIG10,21,12,0.636363636,1.069048501,0.980022095,0.089026405,65.47878788,1.095393266,0.945245382,0.150147885,65.43750383,0.11220032,0.172990349,0.074381791,9,0
TEX,Texas,2014,BIG12,20,13,0.606060606,1.066806243,0.939296823,0.127509419,63.68484848,1.099865952,0.893570015,0.206295937,62.61422192,0.121799189,0.164499238,0.085748453,11,0
OKST,Oklahoma State,2014,BIG12,18,13,0.580645161,1.044126476,0.973985754,0.070140722,64.47741935,1.065170962,0.953370323,0.11180064,63.55081802,0.126724586,0.140605038,0.085726974,9,0
PROV,Providence,2014,BIGEAST,22,11,0.666666667,1.056832695,0.989650119,0.067182576,66.43636364,1.080469131,0.965529809,0.114939322,66.98227517,0.138066711,0.12163296,0.099110152,6,0
CONN,Connecticut,2013,AAC,26,8,0.764705882,1.093260539,0.943628529,0.14963201,65.72352941,1.107015952,0.90321257,0.203803382,64.66976665,0.157643666,0.12106723,0.011773477,7,6
UK,Kentucky,2013,SEC,24,10,0.705882353,1.141328381,0.987105768,0.154222613,66.51176471,1.175689935,0.976248517,0.199441417,65.92085011,0.122316202,0.108243002,0.025320682,8,5
FLA,Florida,2013,SEC,32,2,0.941176471,1.123201943,0.918843284,0.204358659,62.97647059,1.150401195,0.883274376,0.267126819,60.94017592,0.107736355,0.13326911,-0.011303849,1,4
WIS,Wisconsin,2013,BIG10,26,7,0.787878788,1.177583697,0.998594189,0.178989508,62.45454545,1.233667524,0.996362116,0.237305409,60.44228169,0.154427921,0.156785993,0.01129069,2,4
ARIZ,Arizona,2013,PAC12,30,4,0.882352941,1.120635207,0.885435328,0.235199879,65.19411765,1.13720664,0.828751444,0.308455195,64.10157542,0.128113149,0.111637023,0.008321227,1,3
MICH,Michigan,2013,BIG10,25,8,0.757575758,1.177006424,1.0384171,0.138589324,63.20606061,1.238895941,1.055915788,0.182980153,61.54374754,0.152228379,0.126454561,0.029937994,2,3
DAY,Dayton,2013,A10,23,10,0.696969697,1.106382979,1.070826307,0.035556672,67.88888889,1.159233769,1.089899549,0.06933422,68.38099508,0.128314726,0.090978012,-0.099164219,11,3
MSU,Michigan State,2013,BIG10,26,8,0.764705882,1.146536412,0.980400812,0.1661356,66.23529412,1.195446074,0.962640845,0.232805229,66.04955533,0.181304173,0.118098779,0.010371347,4,3
ISU,Iowa State,2013,BIG12,26,7,0.787878788,1.135891685,1.012201195,0.12369049,72.96363636,1.169238189,0.998852799,0.170385391,75.33233285,0.103819987,0.105585458,-0.009523097,3,2
STAN,Stanford,2013,PAC12,21,12,0.636363636,1.100027206,1.020730059,0.079297147,66.83030303,1.120524444,1.011063601,0.109460843,66.36031062,0.123297301,0.1378932,0.005067876,10,2
UVA,Virginia,2013,ACC,28,6,0.823529412,1.089618974,0.901505706,0.188113267,60.51764706,1.103644487,0.85979708,0.243847407,58.33458869,0.146409834,0.13794448,-0.008758805,1,2
BAY,Baylor,2013,BIG12,24,11,0.685714286,1.154892497,1.053628038,0.101264459,65.11428571,1.187016233,1.072748998,0.114267236,63.45039864,0.19370023,0.109033387,-0.014429424,6,2
TENN,Tennessee,2013,SEC,21,12,0.636363636,1.138077741,0.970163999,0.167913742,62.67878788,1.168301526,0.945879123,0.222422403,60.93251903,0.175818528,0.129076168,0.014287258,11,2
SDSU,San Diego State,2013,MWC,29,4,0.878787879,1.08772661,0.895345237,0.192381373,63.98666667,1.07692329,0.875155198,0.201768092,62.60003307,0.143496038,0.133526829,-0.128924748,4,2
LOU,Louisville,2013,ACC,29,5,0.852941176,1.201273556,0.890158021,0.311115535,68.35882353,1.241794435,0.853591246,0.388203189,68.62160334,0.137780738,0.14786979,-0.085745951,4,2
UCLA,UCLA,2013,PAC12,26,8,0.764705882,1.161877715,0.998423106,0.163454609,70.42352941,1.19247087,1.002122921,0.19034795,71.69068649,0.141754599,0.112482234,-0.019784224,4,2
SFA,Stephen F. Austin,2013,SOUTHLAND,31,2,0.939393939,0.945121951,1.081081081,-0.13595913,65.6,0.981696598,1.02448386,-0.042787262,63.77925088,,,-0.281545658,12,1
MEM,Memphis,2013,AAC,23,9,0.71875,1.089704204,0.981528274,0.10817593,71.20625,1.108555756,0.969923009,0.138632748,72.10602267,0.12795192,0.127464279,0.013934106,8,1
NDSU,North Dakota State,2013,SUMMIT,25,6,0.806451613,1.066350711,1.161695447,-0.095344737,63.3,1.172720065,1.139224188,0.033495876,62.3331907,0.028741872,0.175023606,-0.153855425,12,1
MER,Mercer,2013,SOUTHERN,26,8,0.764705882,1.042924212,1.090047393,-0.047123181,74.55,1.09372036,1.06378763,0.02993273,77.15580487,0.154162926,0.131734123,-0.244756518,14,1
KU,Kansas,2013,BIG12,24,9,0.727272727,1.157676714,1.03195739,0.125719324,68.76363636,1.206257134,1.023119487,0.183137647,69.31978608,0.156535852,0.104498206,0.068234327,2,1
GONZ,Gonzaga,2013,WCC,28,6,0.823529412,1.183495423,0.998307953,0.185187471,66.59047619,1.194097971,1.03056298,0.163534991,65.3446061,0.137903863,0.138788624,-0.132578185,8,1
TEX,Texas,2013,BIG12,23,10,0.696969697,1.068869079,1.006357777,0.062511301,69.34545455,1.062479333,0.996806635,0.065672698,69.57504113,0.098709952,0.148371998,0.022236545,7,1
HARV,Harvard,2013,IVY,25,4,0.862068966,0.986445783,0.911517925,0.074927858,66.4,0.958959313,0.849792715,0.109166598,67.02819828,0.053014964,0.114956347,-0.137591259,12,1
